id/s,review_count/n,categories/s,rating/n
8gmRUYZIcfmWl0pFB60tpA,83,Mexican,4.5
ZsCoRBQeHfdxi9qLlfH4dg,82,Mexican,4.5
8y8_xwiaBtCVYA4Jjx-5AQ,81,Japanese,4.5
dJdIEYv56jTBkU6hAnSypw,81,Japanese,4.5
L3reOLLPez7lnOhyfCpvkg,81,Japanese,4.5
G4qZvheX74VwYvek7I8iQg,80,Japanese,4.5
KrJ6m_TkxBAPPSNH-G7rvQ,80,Japanese,4.5
7Er3ykMx3xUzw_kAyoyz4w,80,Mexican,4.5
9fydXI0fj2s-EmlF7vm8Og,79,American,4.5
siMk2bf7QomxjAY0hD3BFQ,79,American,4.5
ZO7oni3s8jNG6NUztCQRWQ,79,Japanese,4.5
2Ugmqz5WYg_kACr8pKPrYA,77,American,4.5
7tJq-a_K-yKOWSqyXVOlFg,77,Indian,4.5
iJUoxnxbCtVDMek4keHJFQ,77,Japanese,4.5
JPEIN-ZFo0-6X06nz6cfYA,77,Japanese,4.5
jt-0y4RJ20ONbkxxNWG_Sw,77,Japanese,4.5
Zjdtcex73QIz2_MvEvDrFQ,77,Japanese,4.5
zNcDCPiUsE5aT6jyaCVtmA,77,Mexican,4.5
HjUwZOlok1TabhS4S1ya2w,76,Chinese,4.5
jho1TctWYD-IZoWhkxqGLw,76,Japanese,4.5
LaMbEoM5Vw9CQP5usaD2xA,75,Indian,4.5
lIE4KHySIenwPbta1JuM8Q,75,Indian,4.5
w7p3TTQaTG3jFFYWHrNnUg,75,Japanese,4.5
tK_4ECZ0EPIhW8588hfn5g,75,Mexican,4.5
ieXKc6S3WlEiVkyxgaF9Ig,74,Japanese,4.5
x_u7DTvA4ypDBrPvVNx1CQ,72,American,4.5
JEuIdK9hzci9g_TuwfnZ_w,71,American,4.5
P7yE1T1TDFIiYgLdEYR3Gw,71,American,4.5
-7mvJpV-gmOCT0HFNOhMNA,71,Mexican,4.5
o_KYjDny8D1_PXPNS9r5_A,71,Mexican,4.5
XsxnMWdMpVixA7Yyq_vq7Q,71,Mexican,4.5
2A2DCuV8cuoUoT3Kt2XTcg,70,American,4.5
92m23CB9r9XrPFK7_7-SmQ,70,American,4.5
gPId7ENK1ZA1qrNwI4z4UQ,70,Chinese,4.5
U2aUFZARLeSMf4RQIxjuTw,70,Chinese,4.5
G9SWgxH65OBQaJaE8dHkbw,70,Japanese,4.5
XfHgiIsoo1Pr_v04bx9ptg,70,Japanese,4.5
1-QgkACd4atRtc4AOGWz_Q,70,Mexican,4.5
qLh8nLAg8UZE-5Cn_ctCLw,70,Mexican,4.5
Rw7uPD5ioDWowSwvGdd5Hg,69,Chinese,4.5
HO8vjBAFY3GU1erXMZ_UbQ,69,Japanese,4.5
CfOBb6NU2awo8xclJpKU3g,69,Mexican,4.5
GNdUcCQH-7pnE2gT8Aq6-w,69,Mexican,4.5
kn7uzFOmLsePDXlN49qYwQ,69,Mexican,4.5
0WDHtP31HeVY0LP8INiFzQ,68,Chinese,4.5
0tzK7l-DWDpG5UrYKL_mxw,68,Mexican,4.5
0dDCDQz7DrKkSvu9h2hcQw,67,Chinese,4.5
iYh7mB7PDd5ZvZZ4lFPF1w,67,Indian,4.5
Scs2L-4imyt_lorJ6biFKA,67,Indian,4.5
NztBFASX-zzg0tROoLiKOg,66,Indian,4.5
YMMzKiyXHhltXIqy2sMiAA,66,Indian,4.5
OsnvNfvVnpjnFklon1s-vg,66,Mexican,4.5
#NAME?,66,Mexican,4.5
bE6ZMhgr1mjBvpze9zUROg,65,Japanese,4.5
rBUTVjRs5CcEMe3dfVRZJQ,64,Chinese,4.5
Itg3FiXNyf9NXKegy46Lwg,64,Indian,4.5
q3QWb_zYe5TxDqByWv1bKg,64,Indian,4.5
nX_k1CgS4DHcsNg9aeCFQQ,63,Japanese,4.5
W_0AX5JL3QZnX1oQNxQGtw,63,Mexican,4.5
pg-crIvq6f5Cl6mGohzkTA,62,American,4.5
bRL9IQG2gpdAAEcaa8V0Qg,62,Chinese,4.5
JCewNUA2d-CHcVwz8ZbqlA,62,Indian,4.5
oB2cpcZNyjDklNqZN0n8hg,62,Japanese,4.5
ct58a_D8Z8DoJt7luB50wQ,61,Japanese,4.5
GknCLz8E_mC211psEX8lYg,61,Japanese,4.5
DGa4PysLx10aRnXqRQ4Cng,61,Mexican,4.5
9VyMJICKGbC7Y5Ssq-Xk7w,60,Chinese,4.5
VKAK_q8S0qVar0Aq9JoV_g,60,Indian,4.5
fb25QQAA6WB_1ljad-E4EA,60,Japanese,4.5
yoGoH-1kDWMrQBI95ITo4A,60,Japanese,4.5
PqqnNrUtU7XTKQvUM4cyqQ,60,Mexican,4.5
FXimZKjpMjbDR20M2ruhvg,59,Japanese,4.5
zYYx6zMrdWKJj623Y2ZZXw,58,American,4.5
ywAq9nvr9jX1S7-_HjA5ng,57,American,4.5
LB-5zqmok2NI0DLkkjJ9Gg,57,Indian,4.5
vfpOoIrPQXZ3KUydNpM2xQ,57,Indian,4.5
at1MNbwkS1UbUAV2C95kkg,57,Japanese,4.5
gk9TTbVQxBPMRm66xR9l6A,57,Japanese,4.5
dsKRm2jJPfEZvLLehWKhLg,56,Mexican,4.5
5F6DpNFFkc_ebdo2_u2wdg,55,American,4.5
fkwvdS0DTCVyeY3mXwae_Q,55,Chinese,4.5
fDeC90b2ZqPQClL62jOUmw,55,Japanese,4.5
98Bm2w9RzNJQZo4U3jSgQQ,55,Mexican,4.5
KfHwEsirvgNwqqSSIZ4Kdg,54,American,4.5
d6pcRMV1YUDFTKO_p9d-sA,54,Chinese,4.5
DjLxykRuP8OFtGtPPZpfdQ,54,Chinese,4.5
pg2NNr7wQeMo5cJoTYPBRQ,54,Indian,4.5
hOLv0a65RSb5QvFd0FrYjw,54,Mexican,4.5
ejmJTjHzdMxoq3t7pnnjrg,53,Japanese,4.5
Zjs9BS1R-BB1L4P_TRF46g,53,Mexican,4.5
w3wKbjuNCZnYoPOr-FCk5w,52,Chinese,4.5
UlsRplz7jGbDLOOBi5X_ww,51,Japanese,4.5
4mzogOLOVDPBDVTO4cz9fA,50,Chinese,4.5
tulTGtXf_TWmcMqPx03Pyw,50,Mexican,4.5
vBg0q84nTn0IJH7fJbE4ow,49,American,4.5
rPTX2J5KGDkN1QhPD-QOvg,49,Chinese,4.5
_U9PlIheyEyfAn7UUxABeg,49,Indian,4.5
dxHn9Zk17fiY-9CvydZdgg,49,Japanese,4.5
dhR4FMfoN0-MT5JOs7B-5g,48,Chinese,4.5
OHuqBlHuokOviNMEy50-9w,47,American,4.5
MzA6gitJKqfW4VrdS7AiQw,47,Chinese,4.5
FTze-KoZbdpwIIGzijkeMQ,47,Mexican,4.5
bTuXY73qdFhl6Nr0x_uIwg,46,American,4.5
HY7Hx-z5lq1vAacDwYBfoA,46,Indian,4.5
jy6AHLVJ7cVJZ4Fl_ds3Qg,46,Mexican,4.5
PWFK0nvJ23Xkk_B4C5Q4Aw,46,Mexican,4.5
A8jRnZGiMJiMpfHt8qKV3w,45,American,4.5
e1jwvzY8hU642HSBZZATcw,45,Chinese,4.5
bgKGT3osx4KNjrdva4lYpQ,45,Indian,4.5
c1HgKFOT4Cc7TqWQD5mQBQ,43,Chinese,4.5
4eAgPj7eKonKAtk64kgUfQ,43,Japanese,4.5
DY2wlHlgC5eHITs-d5rT4w,43,Mexican,4.5
v9v72t3Q37HaaFPNu7_vxA,43,Mexican,4.5
oIUdTViTYGfY9Tp6N8IfoQ,42,Indian,4.5
yPWE_stCrD48WZ-xaxfz_A,42,Indian,4.5
4qtJ_u-7-73ts5UPa6NBmA,42,Japanese,4.5
e-G1yC5u8LOcQ-fx0Lxthw,42,Japanese,4.5
cEkYcuYAy8V0eAqSN3IN_g,41,Chinese,4.5
1NJbUQnAp0ecYsnPWAj0ww,41,Indian,4.5
GVaTZnN7a-DkrK57l7BbGw,41,Indian,4.5
ajYmkzcRnvmOHtiWDRXQpQ,41,Japanese,4.5
_VXlKJEUEoP0wG6ZxruteQ,41,Mexican,4.5
wNFWtc20sGBvqM_BcfVgcw,40,Chinese,4.5
Ww3aAPf0sA5ygAXu2qV1ZQ,40,Japanese,4.5
0yMlU3xbdawYFXmjNc0dhw,39,American,4.5
64olT1goXFQEATQO_oiSLg,39,American,4.5
K2IG-jUEGURqX-gYdQ6wZg,39,American,4.5
m8z1eTTetr-JbSM1HU2t6Q,39,Mexican,4.5
6AC4yhUdnh64zE6b5-n6OQ,38,American,4.5
sBL7J7s4Rnul40-MB0hXbA,38,American,4.5
6p1hVVBEXd8jtRULoRUW5g,38,Japanese,4.5
dKI9VFUjQbiFgIRs00C8qw,38,Mexican,4.5
lDw5XnnGIxs5hw-XSljcTg,38,Mexican,4.5
q3SwWmzxZhfbVmid1LRLWg,38,Mexican,4.5
khXLJG2oVWcuHfO77F4CEQ,37,American,4.5
coQAQmIKG9dBPA6-RHqJag,37,Chinese,4.5
qhXIW0LDT4XsoN2IE6dZHg,37,Indian,4.5
bokNBgAa9rmMMO8dkZVR1w,37,Japanese,4.5
xt8AcJzq61ksZbMJ1o--7Q,37,Japanese,4.5
YoR6ouUwehLFnBQ7RAjPlw,37,Japanese,4.5
rezcMv387aRno9QCWBotpw,37,Mexican,4.5
sBP8072dTkHDHyS8MTaZcQ,37,Mexican,4.5
jk9uEr4IRHpLBipVgM5oEw,36,American,4.5
OCBvpZwdnTh5rL9vtCkwhw,36,Indian,4.5
a9rBsBs6DFNbsKvAmbq3BA,35,Mexican,4.5
AlStrNBqyH6WB9QGMEtcTw,34,American,4.5
WgAJUrVaMcMtQxsiIc02sQ,34,Mexican,4.5
oIPpGBpDdi_Z_7hhXGvW8Q,33,Japanese,4.5
c7QVJ979-HO-RPnqIFGO7w,33,Mexican,4.5
c921DfWPCxG5qJ687TU6Xw,33,Mexican,4.5
zX8IF7oCbw1HrNaPmOBy-g,32,American,4.5
xSrEOf3Ht7eK5sUpReAGkQ,32,Chinese,4.5
0Nu2kmbWnfP7GD-NZ5h3fw,32,Mexican,4.5
hR1bG0jgd2_Z9Q5L6siTEw,32,Mexican,4.5
lKn-9P_F6cIwT0uL3xDnbw,32,Mexican,4.5
6MgQz0SEOYUih2N5JOa6rg,31,American,4.5
k8GFfCXO2FIIJIo0ICYSRA,31,Chinese,4.5
9YQAFztjRb1WdEr_kCBVAw,31,Mexican,4.5
JlxQM-azQzUECbwqDv3iTg,31,Mexican,4.5
L5iUBm_rH6cmjNyNVQV62A,30,American,4.5
3OT1deSiIYhrcXWJ1sD3wA,30,Chinese,4.5
Tx3pJnxQo00twdxjvjc8Ow,30,Indian,4.5
u1KbxbnFOpcBviPOwIPPRw,30,Indian,4.5
OINi1A9bSUUN5vi7xgi3ZQ,30,Japanese,4.5
sNeefaiRztDQ10B4QzUi3g,30,Japanese,4.5
sPCbaWKFzV7UHilHJLhTJw,29,Indian,4.5
jmF92hmt2tmrdAdjzdl1Qw,29,Japanese,4.5
bVkavwJ8OgU4yPiUMoEOPg,28,American,4.5
sX1YVKCSXqp03HdUm7iBZg,28,American,4.5
VHkiswx23peLA9Y8rHMo7Q,28,American,4.5
jplPyiAUcDhFasdqozSnEA,28,Japanese,4.5
M9NNvpKlOWLxJbSPDTe0Lg,28,Japanese,4.5
aXPvbifX51u27Ls4gzftZw,27,American,4.5
l0ZOGV9tohkpfHiZ-3XSRg,27,Mexican,4.5
_QxcsvPsYnOgPhiK6gzCfg,26,Japanese,4.5
EKkHfSYTm266-ZBve3SdgA,26,Japanese,4.5
mm8gYHxaLLRyv3CslY40TA,26,Japanese,4.5
Z-KV06jQbPovawp9dJD3vA,26,Japanese,4.5
Nvhx093-K2xwHIZVnFstJw,25,Chinese,4.5
sxv1oJxG8uu6u4tjKHiJMA,25,Chinese,4.5
iU9ccAdtNNRgV-jMKj13mw,25,Japanese,4.5
PwrYnl3j3YCGzILX_5UHpw,25,Japanese,4.5
vnDkQsM9ijg0AzkZBmCofA,25,Mexican,4.5
8ZpHqfqSDPnqQ2P81uV4Zg,24,American,4.5
_4UvguU5z2hMsHXlYedFXw,24,Chinese,4.5
rHg81VzTGVREMCfMmgYMog,24,Chinese,4.5
WdaLydR9O57rWbTnQQQ1OQ,24,Indian,4.5
GruO4BzCMQviHdY-2D4QYA,24,Japanese,4.5
cwCOymiUPoB10Q-gtd6sWg,24,Mexican,4.5
YCPoVqlbcMPE1eN-Up-fnw,24,Mexican,4.5
d6i6sGHtPmyUkHze5S1lIQ,23,Chinese,4.5
etU9gCufydWxkm44Y_esyA,23,Chinese,4.5
TIckT5ubU4nPbpua1ATG8Q,23,Chinese,4.5
pht3NrQeuKlZpvnZ6Lbsug,23,Indian,4.5
oI-7XNSVyM0T82LyIGLIxw,23,Japanese,4.5
sgw7_RcDSN5UcMPeviegFA,23,Japanese,4.5
_Pz5L7DGORcaThGB4CWcfg,23,Mexican,4.5
b_3yI7FXcIle71lD9Tulww,23,Mexican,4.5
uq5rHbGtBFwCwPkokIkKvQ,22,American,4.5
2AFr9Q5cfWh_lkj2ChykDg,22,Chinese,4.5
fgGRIM0b9JGIoNOAnHzROQ,22,Chinese,4.5
XB8hpls-B4ekyZvuouxqng,22,Chinese,4.5
zPMSuQJRpXi11G_Tqv1LJQ,22,Chinese,4.5
R9jTfyPlnfk23gy8VCCVAg,22,Japanese,4.5
sq6cLuNfDIb2ZrJTm9Z_cg,22,Mexican,4.5
Wlj9n6dT13EwteluUBACXA,22,Mexican,4.5
Xax0exxSL5JCG6jb8w4ymw,21,American,4.5
4p5Fzyt3-mEYFKIYqZ54aA,21,Chinese,4.5
NydHMLL3iWR52oMd1s0GIQ,21,Indian,4.5
EYdkw-pxPCg7W15hD00_bw,21,Japanese,4.5
shHhP5lfZwrAYFL3K04_lg,21,Japanese,4.5
01QgNCtuW0rZXlwY8dGCrw,21,Mexican,4.5
4QVG74AmkmhjE63-gwyWow,21,Mexican,4.5
4xR2g3e_w9APSdvln8cwFw,21,Mexican,4.5
#NAME?,21,Mexican,4.5
_eWN3zih_cnY0fiLWva9EA,20,Chinese,4.5
3dZsX3mqbVsLEXPwMYKPsw,20,Indian,4.5
XYK-0C5lAni5Zd0s301jLA,20,Indian,4.5
_FICyzFLQxR7N62I6qU94A,20,Japanese,4.5
ONExUhcaPQQeKE7PW12cfA,20,Mexican,4.5
pbRgb9o3hegZxWeu6wAtHw,20,Mexican,4.5
z5z6_y69b_ufy73GZUt7Tg,19,Indian,4.5
anBWvFPOce4nl3qLX-H6Rg,19,Mexican,4.5
ExQfm2tIiqHst798dXbUIw,19,Mexican,4.5
hg5LjqQ6pTM4U58nJiDylg,19,Mexican,4.5
mJVO64T1WWzJYvNlbLSQNA,19,Mexican,4.5
VLU_pUKzdAPSr_dBAFZEfQ,19,Mexican,4.5
6kBMtBA9opJxZv01fiAnvg,18,Chinese,4.5
IuMvrvXTTZm4NQYO1O1dbg,18,Japanese,4.5
6eihmCzFJvolelWSW7-VPQ,18,Mexican,4.5
9kT0F2cA8FIMZqBPQTSr8Q,18,Mexican,4.5
sNr7HL0CE9AJu_SJNfRBZA,18,Mexican,4.5
XI8c4klXYX0b3MV8n8Kteg,18,Mexican,4.5
Xr8jXXafb0tG5oAoS07Jbg,17,Chinese,4.5
p_qYaQBAieWIG6lKKjT5VQ,17,Mexican,4.5
QQfwlKFD6X8-ZXf7gfQZqg,16,Chinese,4.5
2DGTVgGGme6CoXFCgooqVw,16,Indian,4.5
KLLRrrPHsA5oQKYwreTI9w,16,Indian,4.5
uK1U9Ny7p2DsNR_B8w2SkQ,16,Japanese,4.5
Vf38zUk09gMgEzg60BrACA,16,Japanese,4.5
9ZTyAKZI0cpCbmTYZgNjAA,16,Mexican,4.5
JpEENiSNl3MzAQN1FyKPdw,16,Mexican,4.5
VUsjoFZ15OVQ4Ol7zt80zg,16,Mexican,4.5
gggXRnwG3AujyMeWfQxqXQ,15,American,4.5
naI718vRrMwqr42Ar90TgQ,15,American,4.5
5fRh0bh2HDGYb7Lsms36vQ,15,Chinese,4.5
FdpEdKi4YbTu4t7B0tufIQ,15,Indian,4.5
SExVenfR3ScUzIJHdUpxuw,15,Indian,4.5
9g0H0NPxJpt1FVi_MFS0Tg,15,Japanese,4.5
_FrbMrCJQMUEoNiKJA3q_w,15,Mexican,4.5
QlIVC8__DE4R6IRJrf-CVQ,15,Mexican,4.5
jkRDU0IhiurnM8kjiHWNYw,14,Chinese,4.5
cFUur8507gmcaAhmhDcw-A,14,Japanese,4.5
IybosF1HT_tp6e2Zqe2Jbg,14,Mexican,4.5
TV_rsstsxdcFh_YmaSSv_g,14,Mexican,4.5
VQ5YGa4L4AT3ugF61hM9qQ,13,Chinese,4.5
ELORznFRfGDD6uRjkl7ZFA,13,Japanese,4.5
JFlt7BDll3JUDy78vJ2q1g,13,Mexican,4.5
SfPw0ZGXrqvcq_xLGSFuhA,13,Mexican,4.5
c4fhzEx1za54hrbkhZL5HA,12,American,4.5
2rSmA4IK51QAQj60YGvjnw,12,Chinese,4.5
3kq1_dUIPrA6BFTuX-M6mw,12,Chinese,4.5
PXm4BNjTgWHYClemDAkDjw,12,Chinese,4.5
UC3n_0vZ5zI1fvi7UzNZAg,12,Chinese,4.5
NDxfIV_QMyXaj4Oa4azXTg,12,Indian,4.5
PAhIveQCsTzi7FNPPQPutA,12,Indian,4.5
y_bDXn5PffeXZLXM4ZpvzQ,12,Indian,4.5
#NAME?,12,Indian,4.5
0MqKMvDvmw6s3mnycYLcog,12,Mexican,4.5
s3VRd36vPO4RNrm4XNQDWg,12,Mexican,4.5
V7K_-h2EzCjoAWxsHiLXQg,12,Mexican,4.5
wOvCuvf0ftfTxQ-8NJ6V4A,12,Mexican,4.5
YS21bp9Wp715X75r7eTzxw,12,Mexican,4.5
CjSLDlOGzyHcJPwYXZQsWw,11,American,4.5
i0hj33nZnrfTKgGQtMSe4g,11,American,4.5
ikVDSp8YhAYuy0Lua1hpDA,11,Chinese,4.5
l4fdf4e_xFvNnKqfdm3SLg,11,Chinese,4.5
xVPTI1ytXt2PLU-strKcnw,11,Chinese,4.5
D1V7ZadUtUPuYYlpDA1BOQ,11,Japanese,4.5
KfFXfxN6qzk_dTcQjsK-OQ,11,Japanese,4.5
qVlDLz8Ri-ThAFJgYHuQ9A,11,Japanese,4.5
bWi_lbhtLOo3VfiqYJewQQ,11,Mexican,4.5
h6av58AtWYPrMf5V72Kdug,11,Mexican,4.5
mykhv_-D5kREsbwCjeB1AA,11,Mexican,4.5
N-yqacjOkrrXsGMgogmZWg,11,Mexican,4.5
oXyPSK-GWPNv4W5ARFchMg,11,Mexican,4.5
OYLap8kSwmpGiYSZPl_GnQ,11,Mexican,4.5
YOuxIvQh4RbX14Sh98m74Q,11,Mexican,4.5
qNVN0dsnl4akLNueEoY-Hw,10,American,4.5
b7uTP_afs5Gkf66K7yDl-w,10,Chinese,4.5
E1fFQqXuO2Ido9hGDmTbDg,10,Chinese,4.5
majyHtjuTaFZKYpMNCLe_Q,10,Chinese,4.5
KDr72efaFAcQXccdA4yoaw,10,Indian,4.5
kCpKwCW49k3ImuI5cK6LSw,10,Japanese,4.5
5b7A5I4FSCAwbbWAZVCLeg,10,Mexican,4.5
HrrJ1OdstzLJCC5JQrHWGA,10,Mexican,4.5
#NAME?,10,Mexican,4.5
jkd9CqvEuIJ_GM0i-lThKw,9,Chinese,4.5
#NAME?,9,Chinese,4.5
pv_9QjRf45GRd3pMeKmmKw,9,Indian,4.5
8nVsfKu_NGdTgZruGNW9-A,9,Japanese,4.5
JRuneSzfLdQU0UMNM3BefA,9,Mexican,4.5
r23ZiJmpBWBIvQlT069atw,9,Mexican,4.5
TleAd45T6-9TP7FBO19dww,9,Mexican,4.5
fKsGFEKMD0e39B7SW-G8xw,8,Indian,4.5
1_JEFOI19hAu3VoODcTUvw,8,Japanese,4.5
_B0NHhM3GmirV68XE5csSA,8,Mexican,4.5
1a05ax5TsfdJo4YWUlHowQ,8,Mexican,4.5
5VjJtOBOOnZRx4KC71IpXQ,8,Mexican,4.5
7-TRXxFP0biboasNZgH8Kg,8,Mexican,4.5
izX40YJYnqBwlnhOEMcbEw,8,Mexican,4.5
HSlEzWSQbN0vRqIpN5WOZA,7,Indian,4.5
tHY4jNvSgdIYoWnE9b7IZg,7,Indian,4.5
qNyUkJJjg1Tu6XmhAUU1sA,7,Japanese,4.5
8-boHR8m_gWYHF4XXasYbA,7,Mexican,4.5
9vhAlM8p5qqNkKxwCd_BOg,7,Mexican,4.5
Gx0L9ssZi_P1z1v8BRaHIg,7,Mexican,4.5
menL_0IVFYfpuhhgvKuCsQ,7,Mexican,4.5
tFIiJ49W47o7QjXNpMtlGQ,7,Mexican,4.5
UmFhqdkv1cgUifxSP5KN9Q,7,Mexican,4.5
USbP_ZBNSP0h_gja_xob5w,7,Mexican,4.5
0kKYP-_ScvaHi0LUqg-iBA,6,Chinese,4.5
2UAvRLaWMc8lYE4FZSPhrA,6,Chinese,4.5
vwgLem_9f5zJUXI_c0gM8w,6,Indian,4.5
IPhWpqIuAiEerKlLS82RpQ,6,Japanese,4.5
14gt2epj7Tbbcu1HRwjwBw,6,Mexican,4.5
9Uz4-RJQ0diKc7VyJwMCNw,6,Mexican,4.5
B2RP0JwTBsQhS1n5_DQG0Q,6,Mexican,4.5
cNUT-1vzOF7EyWz4vext7Q,6,Mexican,4.5
fz-d4WXR59kq42a-Lgmb7A,6,Mexican,4.5
jYRhiPw2qCSWxZTcp3DzIg,6,Mexican,4.5
L1-qxIGlGqad0mLWhW1PUg,6,Mexican,4.5
nrwOQSXoRXfAYhkdjiUk8g,6,Mexican,4.5
M8s00lOMLJW8LQsHhcwhqw,5,Indian,4.5
Yf4SjE9tfd1ASaT3xtwYzQ,5,Indian,4.5
ePdAQHh3ZlktMZ4YTLWpwg,5,Mexican,4.5
m4vr600Ibclr2b2QRU-Qlw,5,Mexican,4.5
toiHLM1XzBUcBYj9iPHh2w,5,Mexican,4.5
BG0F1eTMikmXnL2C03Oq3A,4,Chinese,4.5
JAwcUcaAEeb-xuWIJHgPeA,4,Chinese,4.5
tLg1gQ1tqYCT-5gGsOwHfA,4,Chinese,4.5
zWDiH7KpUhRhv1cPNExMDg,4,Chinese,4.5
_hEfuDthNKUPSfIoGwobgw,4,Indian,4.5
7aH8qPfHxuy9Hub5Q8GKFw,4,Indian,4.5
x7apQYW3lRYo0D7Fv3q3FQ,4,Indian,4.5
r-By0Hcu8imVawDfIMwRdg,4,Japanese,4.5
99-sztsdc3Xlpw_Lc5F5Ng,4,Mexican,4.5
UEf5L44HjzyapxyWiUSfwg,4,Mexican,4.5
y_0aIeNNhlgSz0gUUD9JZg,4,Mexican,4.5
4qR-Q4EQb2vXC62OZC6jdw,3,Chinese,4.5
32nkcoqPk0c1BYuka2enqw,3,Indian,4.5
c6OafxO4Z5MuR4CQT95cIg,3,Indian,4.5
hLdrBdGwy_eDvayx8VAndQ,3,Indian,4.5
HwvG1FXbVunyHOZCYZSblA,3,Indian,4.5
URKDkoIl1s1rIfGOfPe7PA,3,Indian,4.5
3Ofho8rTUhqT66s_qsqJqg,3,Mexican,4.5
KAxcJeeSVuJwiCACjlLnrA,3,Mexican,4.5
KCKtnYuIh9w8nWXWL11mfA,3,Mexican,4.5
QqYR48m1nJ8OtkZ715HXGg,3,Mexican,4.5
E7q1Qf6380N_aMqz28EgNw,2,Chinese,4.5
XDv71A1J3aIOu_W5sVzZ2w,2,Chinese,4.5
25lFbeQ7P0clFgbHkSHEtQ,2,Indian,4.5
OHD58Nwnf5sSMpSgpiUk3Q,2,Indian,4.5
qa8OUhoOiOmCYbAAQAj1cA,2,Indian,4.5
0XuJtcq9nMdAWyhJ_fZC-w,2,Mexican,4.5
69X4XVef3NRV_LlIvEuXug,2,Mexican,4.5
AxSAKs3UYLjDzt0uuaow_w,2,Mexican,4.5
GVc1Eh-Welogn5qgaK-PFA,2,Mexican,4.5
l5F-oBspaxC7hqpMObcSkg,2,Mexican,4.5
lL5DgsvOuiI8nMQcjK1bMA,2,Mexican,4.5
U3KLPBFdWlkqdrywf1lvug,2,Mexican,4.5
44SY464xDHbvOcjDzRbKkQ,9273,Japanese,4
0CjK3esfpFcxIopebzjFxA,5035,Chinese,4
-134ZvJ4lgiqx-sjRBWQ9g,4779,Japanese,4
UA2M9QFZghe-9th2KwLoWQ,4267,American,4
nU4XBdvxDABXqZ6CnB8Dig,4067,American,4
U5hCNNyJmb7f3dmC1HTzSQ,3394,American,4
nI1UYDCYUTt23TpGxqnLKg,3376,American,4
jjJc_CrkB2HodEinB6cWww,3208,Chinese,4
TN4RnyqHMSupRFot4Q-_EA,3075,Japanese,4
NOh24SMS6k4pzNv8Ds7KDg,2990,Mexican,4
xt4sa64WOrpJvZBDPNPNYg,2925,American,4
kBZggrnSP1kcUMnsnfkTaQ,2871,Chinese,4
uoT2_Wrt1noD6kZOID7tUg,2843,American,4
bL6gcUWgFt7mOZYT_FaGSg,2827,American,4
pfmAcS-g6SiNG0KlLvrqnA,2808,American,4
t1w4qyqyfEdTPhoy-5t3FA,2743,Japanese,4
GXW2ADbOJKLry33sRaH9mw,2672,American,4
dMhRafXdr765DHe0k-QfaQ,2645,American,4
P4hm-IKNMbBbtfWSvPf25A,2635,American,4
KgpOYAG-r_eDsQXFXt0nnQ,2619,American,4
j9TdOBSQ1LRw8v3hW5fObQ,2466,American,4
iBm8YTqNwrddsxWdqLPK-A,2444,American,4
Hh9glEE_xDYT_pPUsRPXlA,2360,Mexican,4
ogCC-lJJYnwXDvKGmKZ6Sw,2345,Japanese,4
H9GD7km7riFooM0FkdwOPg,2273,Mexican,4
IhSVn0TaX8xXb3wcQ-fgcA,2224,Chinese,4
wXpCNNTT2kqh-fTnSWXdEA,2223,American,4
1Ed-tb_0dBGrXfsYyehmvg,2203,American,4
#NAME?,2187,American,4
L-IuiVoFMDSw2K6OAciP1g,2182,Indian,4
MhceeLrM2_3mcKw5EGLY6A,2143,Chinese,4
tsiC3VpO-hZEb98Qk3p-DQ,2135,American,4
B55Ocx5RBWxo6AGSucYSIA,2056,Indian,4
7Qvh0oFRsoqrO9qNlcMKXQ,2020,American,4
OwV-MtDBC2H08rVcBqP2mA,2015,Mexican,4
C-8mGN7lt5rIraO5n-15ug,1944,American,4
PYcL2z9gHj6-ZTlViT9Nqw,1943,American,4
7EaiwMVaNdQibSs0yYkE5Q,1924,Japanese,4
96svxj2NIOrba2fBMZAqOQ,1880,Indian,4
w4cFJhUpjGXqqWBd3BbY4w,1826,American,4
6Guo-aozyLnQFtAuP8ZXZg,1786,American,4
ssGhu4n3emZ9kEPVf371IQ,1780,American,4
M-odQWSEfsR2mVEw7nKG-g,1768,Chinese,4
Rc1lxc5lSKJYd162JHNMfQ,1718,American,4
H_KyiRhwho8rdlw_R93_0Q,1704,Chinese,4
kB-lmHs7yNwLIlQyp0kMmQ,1690,Chinese,4
klAhw3xLQi9GF1tf_HnS7w,1690,Japanese,4
cCesIqo-LQt0cRlZAnrAZQ,1673,Indian,4
NN3mOWF5e_pnR1ArqM2bHQ,1612,Chinese,4
_zGsfwGAY8ZTob_mIFAM-w,1605,Japanese,4
7iY35991NhQ1AShJZCNZgA,1605,Japanese,4
AgAkUVLN_axMY-bzbNCfCw,1580,American,4
Wx6lMnEh7dCmX-9PQF1Ifw,1567,Mexican,4
raelHbSJ_gTo701c-KyXWg,1530,Japanese,4
9DceMTrjyVqBgQRqgR6GWw,1511,Indian,4
5QgBCrAbXbM1ORiqZDrBPQ,1498,Japanese,4
Me4TxTbPPQZQopW1wOGx5g,1487,American,4
HZWHBfeuP4Fb6y8b8uqnbA,1478,Japanese,4
Gd3_3mxOvj2xYiqysV8rbQ,1458,American,4
bB8dHfAEJrF5tNcHr0yJjA,1458,Japanese,4
